Checker	Path	Line	Column	Message
variableScope	auxibroker/3rdparty/sqlite3.c	67747	7	The scope of the variable 'x' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	67749	7	The scope of the variable 'size' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	67912	6	The scope of the variable 'nFrag' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	68154	7	The scope of the variable 'sz' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	68155	7	The scope of the variable 'pc' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	69970	8	The scope of the variable 'nFreeList' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	69971	7	The scope of the variable 'rc' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	71524	8	The scope of the variable 'pgno' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	71549	8	The scope of the variable 'pgno' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	71550	7	The scope of the variable 'rc' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	77654	20	The scope of the variable 'pp' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	81146	11	The scope of the variable 'pOp' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	82737	9	The scope of the variable 'rc2' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	82819	7	The scope of the variable 'rc' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	86522	8	The scope of the variable 'pVar' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	87237	7	The scope of the variable 'n' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	96370	12	The scope of the variable 'db' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	97110	7	The scope of the variable 'iBuf' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	97120	18	The scope of the variable 'rc' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	97730	7	The scope of the variable 'i' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	98303	7	The scope of the variable 'bFlush' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	99047	11	The scope of the variable 'iTask' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	100271	7	The scope of the variable 'i' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	100272	25	The scope of the variable 'pItem' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	100332	7	The scope of the variable 'i' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	100333	12	The scope of the variable 'pItem' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	100369	7	The scope of the variable 'rc' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	101666	7	The scope of the variable 'i' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	101784	13	The scope of the variable 'pEList' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	101810	18	The scope of the variable 'pDup' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	107157	11	The scope of the variable 'nextCase' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	107909	7	The scope of the variable 'iVar' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	107910	18	The scope of the variable 'pL' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	108633	31	The scope of the variable 'pCol' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	108772	25	The scope of the variable 'pItem' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	108773	7	The scope of the variable 'i' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	112529	7	The scope of the variable 'i' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	113815	7	The scope of the variable 'iSrc' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	114109	11	The scope of the variable 'addrRewind' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	114110	11	The scope of the variable 'i' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	114111	11	The scope of the variable 'reg' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	114590	7	The scope of the variable 'i' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	114724	7	The scope of the variable 'i' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	118823	7	The scope of the variable 'i' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	118824	12	The scope of the variable 'pItem' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	119014	7	The scope of the variable 'i' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	119242	7	The scope of the variable 'j' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	119429	7	The scope of the variable 'i' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	119635	12	The scope of the variable 'pColl2' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	119988	7	The scope of the variable 'h' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	121390	7	The scope of the variable 'n' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	121576	9	The scope of the variable 'z1' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	121578	7	The scope of the variable 'i' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	121595	9	The scope of the variable 'z1' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	121597	7	The scope of the variable 'i' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	121852	13	The scope of the variable 'bMatch' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	122301	7	The scope of the variable 'i' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	122448	7	The scope of the variable 'flags' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	122449	7	The scope of the variable 'i' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	123975	15	The scope of the variable 'zColl' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	124061	14	The scope of the variable 'pWInfo' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	124123	13	The scope of the variable 'pEq' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	125125	10	The scope of the variable 'j' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	125416	7	The scope of the variable 'pDb' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	125417	7	The scope of the variable 'memId' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	130767	26	The scope of the variable 'rc' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	131004	13	The scope of the variable 'aOp' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	131847	9	The scope of the variable 'i' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	132229	16	The scope of the variable 'pPrior' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	132232	13	The scope of the variable 'r1' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	134473	10	The scope of the variable 'p' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	134559	7	The scope of the variable 'iCol' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	135730	7	The scope of the variable 'i' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	136450	12	The scope of the variable 'pColl' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	136452	9	The scope of the variable 'p' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	136464	9	The scope of the variable 'n' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	136464	12	The scope of the variable 'm' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	136566	9	The scope of the variable 'v' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	136567	7	The scope of the variable 'iLimit' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	136568	7	The scope of the variable 'iOffset' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	137562	10	The scope of the variable 'j' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	139925	15	The scope of the variable 'iDb' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	142419	7	The scope of the variable 'i' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	144883	7	The scope of the variable 'rc' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	144884	7	The scope of the variable 'iCursor' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	144887	9	The scope of the variable 'pTerm' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	146459	7	The scope of the variable 'i' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	147728	7	The scope of the variable 'i' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	148632	9	The scope of the variable 'i' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	149075	17	The scope of the variable 'pOp' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	149878	13	The scope of the variable 'jmp1' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	150901	20	The scope of the variable 'pAndTerm' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	150902	13	The scope of the variable 'j' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	151473	18	The scope of the variable 'pNewTerm' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	151662	11	The scope of the variable 'idxNew' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	151663	18	The scope of the variable 'pNewTerm' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	151972	7	The scope of the variable 'i' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	152016	9	The scope of the variable 'pColRef' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	152017	9	The scope of the variable 'pTerm' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	152169	15	The scope of the variable 'pInner' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	153051	7	The scope of the variable 'addrTop' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	153052	7	The scope of the variable 'addrCont' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	153054	20	The scope of the variable 'pWCEnd' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	153058	7	The scope of the variable 'iCur' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	160146	9	The scope of the variable 'addr' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	161295	9	The scope of the variable 'addr' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	193985	13	The scope of the variable 'pNode' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	194319	13	The scope of the variable 'nKey' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	194320	15	The scope of the variable 'zKey' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	194697	7	The scope of the variable 'i' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	194954	15	The scope of the variable 'z' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	194955	7	The scope of the variable 'n' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	195133	15	The scope of the variable 'zPath' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	195284	15	The scope of the variable 'z' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	195285	7	The scope of the variable 'n' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	195359	17	The scope of the variable 'pNew' can be reduced.
variableScope	auxibroker/3rdparty/sqlite3.c	195500	7	The scope of the variable 'jj' can be reduced.
unsignedLessThanZero	auxibroker/3rdparty/sqlite3.c	77977	43	Checking if unsigned expression 'acc.mxAlloc' is less than zero.
unsignedPositive	auxibroker/3rdparty/sqlite3.c	90175	29	Unsigned expression 'p2' can't be negative so it is unnecessary to test it.
unsignedLessThanZero	auxibroker/3rdparty/sqlite3.c	149346	19	Checking if unsigned expression 'pLoop->u.btree.nBtm' is less than zero.
unsignedPositive	auxibroker/3rdparty/sqlite3.c	194844	18	Unsigned expression 'iTarget' can't be negative so it is unnecessary to test it.
constVariable	auxibroker/3rdparty/sqlite3.c	34157	17	Variable 'a' can be declared as const array
constParameter	auxibroker/3rdparty/sqlite3.c	66935	13	Parameter 'pExcept' can be declared as pointer to const
constParameter	auxibroker/3rdparty/sqlite3.c	67272	7	Parameter 'pCell' can be declared as pointer to const
constParameter	auxibroker/3rdparty/sqlite3.c	73377	7	Parameter 'pBegin' can be declared as pointer to const
constParameter	auxibroker/3rdparty/sqlite3.c	104030	71	Parameter 'p' can be declared as pointer to const
constParameter	auxibroker/3rdparty/sqlite3.c	112099	10	Parameter 'pOnlyIdx' can be declared as pointer to const
constParameter	auxibroker/3rdparty/sqlite3.c	117845	10	Parameter 'pStart' can be declared as pointer to const
constParameter	auxibroker/3rdparty/sqlite3.c	120978	8	Parameter 'aRegIdx' can be declared as pointer to const
constParameter	auxibroker/3rdparty/sqlite3.c	124301	8	Parameter 'aChange' can be declared as pointer to const
constParameter	auxibroker/3rdparty/sqlite3.c	124328	8	Parameter 'aChange' can be declared as pointer to const
constParameter	auxibroker/3rdparty/sqlite3.c	124712	13	Parameter 'pChanges' can be declared as pointer to const
constParameter	auxibroker/3rdparty/sqlite3.c	127588	7	Parameter 'aToOpen' can be declared as pointer to const
constParameter	auxibroker/3rdparty/sqlite3.c	129733	10	Parameter 'xInit' can be declared as pointer to const
constParameter	auxibroker/3rdparty/sqlite3.c	133746	62	Parameter 'pSchema' can be declared as pointer to const
constParameter	auxibroker/3rdparty/sqlite3.c	145020	69	Parameter 'pIdx' can be declared as pointer to const
constParameter	auxibroker/3rdparty/sqlite3.c	145706	50	Parameter 'db' can be declared as pointer to const
pointerSize	auxibroker/3rdparty/sqlite3.c	116130	10	Size of pointer 'zExtra' used instead of size of its data.
signConversionCond	auxibroker/3rdparty/sqlite3.c	157457	16	Expression 'nTabList-1' can have a negative value. That is converted to an unsigned value and used in an unsigned calculation.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	9046	7	struct member 'sqlite3_pcache_methods2::iVersion' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	9069	9	struct member 'sqlite3_pcache_methods::pArg' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	9070	9	struct member 'sqlite3_pcache_methods::xInit' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	9071	10	struct member 'sqlite3_pcache_methods::xShutdown' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	9072	21	struct member 'sqlite3_pcache_methods::xCreate' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	9073	10	struct member 'sqlite3_pcache_methods::xCachesize' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	9074	9	struct member 'sqlite3_pcache_methods::xPagecount' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	9075	11	struct member 'sqlite3_pcache_methods::xFetch' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	9076	10	struct member 'sqlite3_pcache_methods::xUnpin' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	9077	10	struct member 'sqlite3_pcache_methods::xRekey' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	9078	10	struct member 'sqlite3_pcache_methods::xTruncate' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	9079	10	struct member 'sqlite3_pcache_methods::xDestroy' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	10386	17	struct member 'sqlite3_snapshot::hidden' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	10747	9	struct member 'sqlite3_rtree_geometry::pContext' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	10748	7	struct member 'sqlite3_rtree_geometry::nParam' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	10749	22	struct member 'sqlite3_rtree_geometry::aParam' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	10750	9	struct member 'sqlite3_rtree_geometry::pUser' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	10751	10	struct member 'sqlite3_rtree_geometry::xDelUser' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	10779	9	struct member 'sqlite3_rtree_query_info::pContext' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	10780	7	struct member 'sqlite3_rtree_query_info::nParam' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	10781	22	struct member 'sqlite3_rtree_query_info::aParam' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	10782	9	struct member 'sqlite3_rtree_query_info::pUser' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	10783	10	struct member 'sqlite3_rtree_query_info::xDelUser' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	10784	22	struct member 'sqlite3_rtree_query_info::aCoord' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	10785	17	struct member 'sqlite3_rtree_query_info::anQueue' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	10786	7	struct member 'sqlite3_rtree_query_info::nCoord' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	10787	7	struct member 'sqlite3_rtree_query_info::iLevel' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	10788	7	struct member 'sqlite3_rtree_query_info::mxLevel' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	10789	17	struct member 'sqlite3_rtree_query_info::iRowid' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	10790	21	struct member 'sqlite3_rtree_query_info::rParentScore' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	10791	7	struct member 'sqlite3_rtree_query_info::eParentWithin' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	10792	7	struct member 'sqlite3_rtree_query_info::eWithin' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	10793	21	struct member 'sqlite3_rtree_query_info::rScore' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	10795	19	struct member 'sqlite3_rtree_query_info::apSqlParam' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	12585	24	struct member 'Fts5PhraseIter::a' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	12586	24	struct member 'Fts5PhraseIter::b' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	12801	7	struct member 'Fts5ExtensionApi::iVersion' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	12803	11	struct member 'Fts5ExtensionApi::xUserData' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	12805	9	struct member 'Fts5ExtensionApi::xColumnCount' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	12806	9	struct member 'Fts5ExtensionApi::xRowCount' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	12807	9	struct member 'Fts5ExtensionApi::xColumnTotalSize' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	12809	9	struct member 'Fts5ExtensionApi::xTokenize' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	12815	9	struct member 'Fts5ExtensionApi::xPhraseCount' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	12816	9	struct member 'Fts5ExtensionApi::xPhraseSize' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	12818	9	struct member 'Fts5ExtensionApi::xInstCount' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	12819	9	struct member 'Fts5ExtensionApi::xInst' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	12821	19	struct member 'Fts5ExtensionApi::xRowid' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	12822	9	struct member 'Fts5ExtensionApi::xColumnText' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	12823	9	struct member 'Fts5ExtensionApi::xColumnSize' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	12825	9	struct member 'Fts5ExtensionApi::xQueryPhrase' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	12828	9	struct member 'Fts5ExtensionApi::xSetAuxdata' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	12829	11	struct member 'Fts5ExtensionApi::xGetAuxdata' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	12831	9	struct member 'Fts5ExtensionApi::xPhraseFirst' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	12832	10	struct member 'Fts5ExtensionApi::xPhraseNext' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	12834	9	struct member 'Fts5ExtensionApi::xPhraseFirstColumn' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	12835	10	struct member 'Fts5ExtensionApi::xPhraseNextColumn' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	13037	9	struct member 'fts5_tokenizer::xCreate' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	13038	10	struct member 'fts5_tokenizer::xDelete' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	13039	9	struct member 'fts5_tokenizer::xTokenize' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	13073	7	struct member 'fts5_api::iVersion' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	13076	9	struct member 'fts5_api::xCreateTokenizer' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	13085	9	struct member 'fts5_api::xFindTokenizer' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	13093	9	struct member 'fts5_api::xCreateFunction' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	16873	12	union member 'Anonymous1::notUsed1' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	17894	9	struct member 'IndexSample::p' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	17895	7	struct member 'IndexSample::n' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	17896	12	struct member 'IndexSample::anEq' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	17897	12	struct member 'IndexSample::anLt' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	17898	12	struct member 'IndexSample::anDLt' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	19248	14	union member 'Anonymous19::pSrcList' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	19249	22	union member 'Anonymous19::pCCurHint' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	22383	7	struct member 'ScanStatus::addrExplain' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	22384	7	struct member 'ScanStatus::addrLoop' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	22385	7	struct member 'ScanStatus::addrVisit' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	22386	7	struct member 'ScanStatus::iSelectID' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	22387	10	struct member 'ScanStatus::nEst' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	22388	9	struct member 'ScanStatus::zName' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	22400	16	struct member 'DblquoteStr::pNextStr' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	22401	8	struct member 'DblquoteStr::z' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	22498	9	struct member 'PreUpdate::v' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	22499	15	struct member 'PreUpdate::pCsr' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	22500	7	struct member 'PreUpdate::op' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	22501	7	struct member 'PreUpdate::aRecord' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	22502	11	struct member 'PreUpdate::keyinfo' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	22503	19	struct member 'PreUpdate::pUnpacked' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	22504	19	struct member 'PreUpdate::pNewUnpacked' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	22505	7	struct member 'PreUpdate::iNewReg' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	22506	7	struct member 'PreUpdate::iBlobWrite' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	22507	7	struct member 'PreUpdate::iKey1' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	22508	7	struct member 'PreUpdate::iKey2' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	22509	8	struct member 'PreUpdate::aNew' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	22510	10	struct member 'PreUpdate::pTab' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	22511	10	struct member 'PreUpdate::pPk' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	35689	25	struct member 'vxworksFileId::pNext' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	35690	7	struct member 'vxworksFileId::nRef' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	35691	7	struct member 'vxworksFileId::nName' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	35692	9	struct member 'vxworksFileId::zCanonicalName' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	128300	12	struct member 'sqlite3_api_routines::aggregate_context' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	128301	10	struct member 'sqlite3_api_routines::aggregate_count' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	128302	10	struct member 'sqlite3_api_routines::bind_blob' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	128303	10	struct member 'sqlite3_api_routines::bind_double' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	128304	10	struct member 'sqlite3_api_routines::bind_int' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	128305	10	struct member 'sqlite3_api_routines::bind_int64' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	128306	10	struct member 'sqlite3_api_routines::bind_null' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	128307	10	struct member 'sqlite3_api_routines::bind_parameter_count' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	128308	10	struct member 'sqlite3_api_routines::bind_parameter_index' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	128309	18	struct member 'sqlite3_api_routines::bind_parameter_name' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	128310	10	struct member 'sqlite3_api_routines::bind_text' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	128311	10	struct member 'sqlite3_api_routines::bind_text16' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	128312	10	struct member 'sqlite3_api_routines::bind_value' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	128313	10	struct member 'sqlite3_api_routines::busy_handler' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	128314	10	struct member 'sqlite3_api_routines::busy_timeout' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	128315	10	struct member 'sqlite3_api_routines::changes' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	128316	10	struct member 'sqlite3_api_routines::close' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	128317	10	struct member 'sqlite3_api_routines::collation_needed' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	128319	10	struct member 'sqlite3_api_routines::collation_needed16' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	128321	18	struct member 'sqlite3_api_routines::column_blob' is never used.
unusedStructMember	auxibroker/3rdparty/sqlite3.c	128322	10	struct member 'sqlite3_api_routines::column_bytes' is never used.
