Checker	Path	Line	Column	Message	CWE
ConfigurationNotChecked	git-compat-util.h	1336	0	Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATH=/proc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;GIT_VERSION=2.39.0;GIT_USER_AGENT=git/2.39.0;GIT_BUILT_FROM_COMMIT=c48035d29b4e524aed3a32f0403676f0d9128863;__BIG_ENDIAN;__BYTE_ORDER;__LITTLE_ENDIAN;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.	NONE
ConfigurationNotChecked	git-compat-util.h	1336	0	Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATH=/proc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;GIT_VERSION=2.39.0;GIT_USER_AGENT=git/2.39.0;GIT_BUILT_FROM_COMMIT=c48035d29b4e524aed3a32f0403676f0d9128863;__GNUC__;__i386__;__x86_64__;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.	NONE
ConfigurationNotChecked	git-compat-util.h	1336	0	Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATH=/proc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;GIT_VERSION=2.39.0;GIT_USER_AGENT=git/2.39.0;GIT_BUILT_FROM_COMMIT=c48035d29b4e524aed3a32f0403676f0d9128863;__GNUC__;__i386__;__x86_64__;__x86_64__;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.	NONE
uselessAssignmentArg	builtin/reset.c	348	2	Assignment of function parameter has no effect outside the function.	398
uselessAssignmentArg	builtin/commit.c	1537	2	Assignment of function parameter has no effect outside the function.	398
constParameter	builtin/commit.c	1257	26	Parameter 'current_head' can be declared as pointer to const	398
uselessAssignmentArg	builtin/bugreport.c	121	2	Assignment of function parameter has no effect outside the function.	398
resourceLeak	builtin/bisect--helper.c	581	3	Resource leak: fp	775
variableScope	builtin/bisect--helper.c	1188	6	The scope of the variable 'temporary_stdout_fd' can be reduced.	398
variableScope	builtin/bisect--helper.c	1188	27	The scope of the variable 'saved_stdout' can be reduced.	398
varFuncNullUB	builtin/bisect--helper.c	173	56	Passing NULL after the last typed argument to a variadic function leads to undefined behaviour.	475
varFuncNullUB	builtin/bisect--helper.c	182	60	Passing NULL after the last typed argument to a variadic function leads to undefined behaviour.	475
varFuncNullUB	builtin/bisect--helper.c	183	60	Passing NULL after the last typed argument to a variadic function leads to undefined behaviour.	475
varFuncNullUB	builtin/bisect--helper.c	267	51	Passing NULL after the last typed argument to a variadic function leads to undefined behaviour.	475
varFuncNullUB	builtin/bisect--helper.c	308	42	Passing NULL after the last typed argument to a variadic function leads to undefined behaviour.	475
varFuncNullUB	builtin/bisect--helper.c	318	32	Passing NULL after the last typed argument to a variadic function leads to undefined behaviour.	475
varFuncNullUB	builtin/bisect--helper.c	322	31	Passing NULL after the last typed argument to a variadic function leads to undefined behaviour.	475
varFuncNullUB	builtin/bisect--helper.c	483	48	Passing NULL after the last typed argument to a variadic function leads to undefined behaviour.	475
varFuncNullUB	builtin/bisect--helper.c	485	52	Passing NULL after the last typed argument to a variadic function leads to undefined behaviour.	475
varFuncNullUB	builtin/bisect--helper.c	911	62	Passing NULL after the last typed argument to a variadic function leads to undefined behaviour.	475
varFuncNullUB	builtin/bisect--helper.c	1020	28	Passing NULL after the last typed argument to a variadic function leads to undefined behaviour.	475
knownConditionTrueFalse	builtin/show-branch.c	739	8	Condition '!*av' is always false	570
variableScope	builtin/show-branch.c	385	6	The scope of the variable 'i' can be reduced.	398
variableScope	builtin/show-branch.c	874	8	The scope of the variable 'j' can be reduced.	398
shadowVariable	builtin/show-branch.c	919	18	Local variable 'commit' shadows outer variable	398
constParameter	builtin/show-branch.c	518	22	Parameter 'rev_mask' can be declared as pointer to const	398
uselessAssignmentArg	builtin/credential-cache.c	179	2	Assignment of function parameter has no effect outside the function.	398
syntaxError	builtin/help.c	315	18	syntax error	NONE
unknownMacro	builtin/merge.c	805	3	There is an unknown macro here somewhere. Configuration is required. If for_each_string_list_item is a macro then please configure it.	NONE
knownConditionTrueFalse	builtin/fetch.c	1841	15	Condition 'list->nr==prev_nr' is always true	571
nullPointerRedundantCheck	builtin/fetch.c	623	4	Either the condition '!ref_map' is redundant or there is possible null pointer dereference: ref_map.	476
variableScope	builtin/fetch.c	1436	14	The scope of the variable 'path' can be reduced.	398
variableScope	builtin/fetch.c	1941	6	The scope of the variable 'i' can be reduced.	398
uselessAssignmentArg	ewah/ewah_io.c	131	2	Assignment of function parameter has no effect outside the function.	398
unreadVariable	ewah/ewah_io.c	131	6	Variable 'len' is assigned a value that is never used.	563
shadowVariable	builtin/ls-files.c	572	18	Local variable 'pathspec' shadows outer variable	398
ConfigurationNotChecked	git-compat-util.h	1336	0	Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATH=/proc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;GIT_HTML_PATH=share/doc/git;GIT_MAN_PATH=share/man;GIT_INFO_PATH=share/info;BIG_ENDIAN;BYTE_ORDER;LITTLE_ENDIAN;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.	NONE
ConfigurationNotChecked	git-compat-util.h	1336	0	Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATH=/proc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;GIT_HTML_PATH=share/doc/git;GIT_MAN_PATH=share/man;GIT_INFO_PATH=share/info;_MSC_VER;_M_ARM64;_M_IX86;_M_X64;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.	NONE
ConfigurationNotChecked	git-compat-util.h	1336	0	Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATH=/proc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;GIT_HTML_PATH=share/doc/git;GIT_MAN_PATH=share/man;GIT_INFO_PATH=share/info;__BIG_ENDIAN;__BYTE_ORDER;__LITTLE_ENDIAN;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.	NONE
ConfigurationNotChecked	git-compat-util.h	1336	0	Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATH=/proc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;GIT_HTML_PATH=share/doc/git;GIT_MAN_PATH=share/man;GIT_INFO_PATH=share/info;__GNUC__;__i386__;__x86_64__;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.	NONE
ConfigurationNotChecked	git-compat-util.h	1336	0	Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATH=/proc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;GIT_HTML_PATH=share/doc/git;GIT_MAN_PATH=share/man;GIT_INFO_PATH=share/info;__GNUC__;__i386__;__x86_64__;__x86_64__;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.	NONE
variableScope	trace2/tr2_tgt_event.c	519	14	The scope of the variable 'event_name' can be reduced.	398
variableScope	trace2/tr2_tgt_event.c	544	14	The scope of the variable 'event_name' can be reduced.	398
variableScope	trace2/tr2_tgt_event.c	571	14	The scope of the variable 'event_name' can be reduced.	398
variableScope	trace2/tr2_tgt_event.c	599	14	The scope of the variable 'event_name' can be reduced.	398
redundantInitialization	builtin/ls-tree.c	102	8	Redundant initialization for 'name'. The initialized value is overwritten before it is read.	563
uselessAssignmentArg	builtin/add.c	321	2	Assignment of function parameter has no effect outside the function.	398
shadowVariable	reftable/merged.c	112	7	Local variable 'err' shadows outer variable	398
shadowVariable	reftable/merged.c	266	7	Local variable 'i' shadows outer variable	398
variableScope	builtin/index-pack.c	452	7	The scope of the variable 'hdr' can be reduced.	398
variableScope	builtin/index-pack.c	453	6	The scope of the variable 'hdrlen' can be reduced.	398
variableScope	builtin/index-pack.c	1228	6	The scope of the variable 'i' can be reduced.	398
constParameter	builtin/index-pack.c	409	47	Parameter 'retain' can be declared as pointer to const	398
ConfigurationNotChecked	git-compat-util.h	1336	0	Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATH=/proc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;PAGER_ENV=dummy;BIG_ENDIAN;BYTE_ORDER;LITTLE_ENDIAN;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.	NONE
ConfigurationNotChecked	git-compat-util.h	1336	0	Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATH=/proc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;PAGER_ENV=dummy;_MSC_VER;_M_ARM64;_M_IX86;_M_X64;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.	NONE
ConfigurationNotChecked	git-compat-util.h	1336	0	Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATH=/proc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;PAGER_ENV=dummy;__BIG_ENDIAN;__BYTE_ORDER;__LITTLE_ENDIAN;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.	NONE
ConfigurationNotChecked	git-compat-util.h	1336	0	Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATH=/proc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;PAGER_ENV=dummy;__GNUC__;__i386__;__x86_64__;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.	NONE
ConfigurationNotChecked	git-compat-util.h	1336	0	Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATH=/proc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;PAGER_ENV=dummy;__GNUC__;__i386__;__x86_64__;__x86_64__;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.	NONE
variableScope	builtin/tag.c	351	6	The scope of the variable 'subject_len' can be reduced.	398
shadowArgument	builtin/tag.c	306	18	Local variable 'buf' shadows outer argument	398
variableScope	builtin/rm.c	323	15	The scope of the variable 'original' can be reduced.	398
shadowVariable	reftable/writer.c	53	7	Local variable 'n' shadows outer variable	398
unreadVariable	reftable/writer.c	65	4	Variable 'n' is assigned a value that is never used.	563
unreadVariable	reftable/writer.c	386	8	Variable 'i' is assigned a value that is never used.	563
shadowVariable	builtin/diff.c	520	7	Local variable 'i' shadows outer variable	398
unusedFunction	sha1dc/sha1.c	1868	0	The function 'SHA1DCFinal' is never used.	561
unusedFunction	sha1dc/sha1.c	1767	0	The function 'SHA1DCInit' is never used.	561
unusedFunction	sha1dc/sha1.c	1816	0	The function 'SHA1DCSetCallback' is never used.	561
unusedFunction	sha1dc/sha1.c	1808	0	The function 'SHA1DCSetDetectReducedRoundCollision' is never used.	561
unusedFunction	sha1dc/sha1.c	1783	0	The function 'SHA1DCSetSafeHash' is never used.	561
unusedFunction	sha1dc/sha1.c	1800	0	The function 'SHA1DCSetUseDetectColl' is never used.	561
unusedFunction	sha1dc/sha1.c	1792	0	The function 'SHA1DCSetUseUBC' is never used.	561
unusedFunction	compat/obstack.c	315	0	The function '_obstack_allocated_p' is never used.	561
unusedFunction	ewah/bitmap.c	121	0	The function 'bitmap_and_not' is never used.	561
unusedFunction	ewah/bitmap.c	38	0	The function 'bitmap_dup' is never used.	561
unusedFunction	ewah/bitmap.c	172	0	The function 'bitmap_equals' is never used.	561
unusedFunction	ewah/bitmap.c	198	0	The function 'bitmap_is_subset' is never used.	561
unusedFunction	ewah/bitmap.c	132	0	The function 'bitmap_or' is never used.	561
unusedFunction	ewah/bitmap.c	141	0	The function 'bitmap_or_ewah' is never used.	561
unusedFunction	ewah/bitmap.c	162	0	The function 'bitmap_popcount' is never used.	561
unusedFunction	ewah/bitmap.c	76	0	The function 'bitmap_to_ewah' is never used.	561
unusedFunction	sha256/block/sha256.c	179	0	The function 'blk_SHA256_Final' is never used.	561
unusedFunction	sha256/block/sha256.c	9	0	The function 'blk_SHA256_Init' is never used.	561
unusedFunction	reftable/blocksource.c	50	0	The function 'block_source_from_strbuf' is never used.	561
unusedFunction	builtin/add.c	493	0	The function 'cmd_add' is never used.	561
unusedFunction	builtin/am.c	2314	0	The function 'cmd_am' is never used.	561
unusedFunction	builtin/annotate.c	10	0	The function 'cmd_annotate' is never used.	561
unusedFunction	builtin/apply.c	11	0	The function 'cmd_apply' is never used.	561
unusedFunction	builtin/archive.c	81	0	The function 'cmd_archive' is never used.	561
unusedFunction	builtin/bisect--helper.c	1393	0	The function 'cmd_bisect__helper' is never used.	561
unusedFunction	builtin/branch.c	628	0	The function 'cmd_branch' is never used.	561
unusedFunction	builtin/bugreport.c	96	0	The function 'cmd_bugreport' is never used.	561
unusedFunction	builtin/bundle.c	207	0	The function 'cmd_bundle' is never used.	561
unusedFunction	builtin/cat-file.c	881	0	The function 'cmd_cat_file' is never used.	561
unusedFunction	builtin/check-attr.c	105	0	The function 'cmd_check_attr' is never used.	561
unusedFunction	builtin/check-ignore.c	153	0	The function 'cmd_check_ignore' is never used.	561
unusedFunction	builtin/check-mailmap.c	39	0	The function 'cmd_check_mailmap' is never used.	561
unusedFunction	builtin/check-ref-format.c	54	0	The function 'cmd_check_ref_format' is never used.	561
unusedFunction	builtin/checkout.c	1825	0	The function 'cmd_checkout' is never used.	561
unusedFunction	builtin/checkout--worker.c	114	0	The function 'cmd_checkout__worker' is never used.	561
unusedFunction	builtin/checkout-index.c	206	0	The function 'cmd_checkout_index' is never used.	561
unusedFunction	builtin/revert.c	256	0	The function 'cmd_cherry_pick' is never used.	561
unusedFunction	builtin/clean.c	911	0	The function 'cmd_clean' is never used.	561
unusedFunction	builtin/clone.c	890	0	The function 'cmd_clone' is never used.	561
unusedFunction	builtin/column.c	20	0	The function 'cmd_column' is never used.	561
unusedFunction	builtin/commit.c	1626	0	The function 'cmd_commit' is never used.	561
unusedFunction	builtin/commit-graph.c	308	0	The function 'cmd_commit_graph' is never used.	561
unusedFunction	builtin/commit-tree.c	102	0	The function 'cmd_commit_tree' is never used.	561
unusedFunction	builtin/config.c	639	0	The function 'cmd_config' is never used.	561
unusedFunction	builtin/count-objects.c	94	0	The function 'cmd_count_objects' is never used.	561
unusedFunction	builtin/credential.c	9	0	The function 'cmd_credential' is never used.	561
unusedFunction	builtin/credential-cache.c	128	0	The function 'cmd_credential_cache' is never used.	561
unusedFunction	builtin/credential-cache--daemon.c	264	0	The function 'cmd_credential_cache_daemon' is never used.	561
unusedFunction	builtin/credential-store.c	150	0	The function 'cmd_credential_store' is never used.	561
unusedFunction	builtin/diagnose.c	11	0	The function 'cmd_diagnose' is never used.	561
unusedFunction	builtin/diff.c	394	0	The function 'cmd_diff' is never used.	561
unusedFunction	builtin/diff-files.c	20	0	The function 'cmd_diff_files' is never used.	561
unusedFunction	builtin/diff-index.c	16	0	The function 'cmd_diff_index' is never used.	561
unusedFunction	builtin/diff-tree.c	108	0	The function 'cmd_diff_tree' is never used.	561
unusedFunction	builtin/difftool.c	687	0	The function 'cmd_difftool' is never used.	561
unusedFunction	builtin/env--helper.c	32	0	The function 'cmd_env__helper' is never used.	561
unusedFunction	builtin/fast-export.c	1159	0	The function 'cmd_fast_export' is never used.	561
unusedFunction	builtin/fast-import.c	3519	0	The function 'cmd_fast_import' is never used.	561
unusedFunction	builtin/fetch.c	2109	0	The function 'cmd_fetch' is never used.	561
unusedFunction	builtin/fetch-pack.c	43	0	The function 'cmd_fetch_pack' is never used.	561
unusedFunction	builtin/fmt-merge-msg.c	11	0	The function 'cmd_fmt_merge_msg' is never used.	561
unusedFunction	builtin/for-each-ref.c	17	0	The function 'cmd_for_each_ref' is never used.	561
unusedFunction	builtin/for-each-repo.c	30	0	The function 'cmd_for_each_repo' is never used.	561
unusedFunction	builtin/fsck.c	848	0	The function 'cmd_fsck' is never used.	561
unusedFunction	builtin/fsmonitor--daemon.c	1575	0	The function 'cmd_fsmonitor__daemon' is never used.	561
unusedFunction	builtin/gc.c	550	0	The function 'cmd_gc' is never used.	561
unusedFunction	builtin/get-tar-commit-id.c	17	0	The function 'cmd_get_tar_commit_id' is never used.	561
unusedFunction	builtin/grep.c	870	0	The function 'cmd_grep' is never used.	561
unusedFunction	builtin/hash-object.c	80	0	The function 'cmd_hash_object' is never used.	561
unusedFunction	builtin/hook.c	68	0	The function 'cmd_hook' is never used.	561
unusedFunction	builtin/index-pack.c	1714	0	The function 'cmd_index_pack' is never used.	561
unusedFunction	builtin/init-db.c	531	0	The function 'cmd_init_db' is never used.	561
unusedFunction	builtin/interpret-trailers.c	91	0	The function 'cmd_interpret_trailers' is never used.	561
unusedFunction	builtin/ls-files.c	693	0	The function 'cmd_ls_files' is never used.	561
unusedFunction	builtin/ls-remote.c	38	0	The function 'cmd_ls_remote' is never used.	561
unusedFunction	builtin/mailinfo.c	50	0	The function 'cmd_mailinfo' is never used.	561
unusedFunction	builtin/mailsplit.c	272	0	The function 'cmd_mailsplit' is never used.	561
unusedFunction	builtin/gc.c	2636	0	The function 'cmd_maintenance' is never used.	561
unusedFunction	builtin/merge-base.c	135	0	The function 'cmd_merge_base' is never used.	561
unusedFunction	builtin/merge-file.c	26	0	The function 'cmd_merge_file' is never used.	561
unusedFunction	builtin/merge-index.c	73	0	The function 'cmd_merge_index' is never used.	561
unusedFunction	builtin/merge-ours.c	17	0	The function 'cmd_merge_ours' is never used.	561
unusedFunction	builtin/merge-recursive.c	23	0	The function 'cmd_merge_recursive' is never used.	561
unusedFunction	builtin/merge-tree.c	485	0	The function 'cmd_merge_tree' is never used.	561
unusedFunction	builtin/mktag.c	71	0	The function 'cmd_mktag' is never used.	561
unusedFunction	builtin/mktree.c	150	0	The function 'cmd_mktree' is never used.	561
unusedFunction	builtin/multi-pack-index.c	258	0	The function 'cmd_multi_pack_index' is never used.	561
