Checker	Path	Line	Column	Message
ConfigurationNotChecked	git-compat-util.h	1336	0	Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATHproc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;GIT_LOCALE_PATH=share/locale;BIG_ENDIAN;BYTE_ORDER;LITTLE_ENDIAN;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.
ConfigurationNotChecked	git-compat-util.h	1336	0	Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATHproc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;GIT_LOCALE_PATH=share/locale;_MSC_VER;_M_ARM64;_M_IX86;_M_X64;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.
ConfigurationNotChecked	git-compat-util.h	1336	0	Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATHproc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;GIT_LOCALE_PATH=share/locale;__BIG_ENDIAN;__BYTE_ORDER;__LITTLE_ENDIAN;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.
ConfigurationNotChecked	git-compat-util.h	1336	0	Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATHproc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;GIT_LOCALE_PATH=share/locale;__GNUC__;__i386__;__x86_64__;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.
ConfigurationNotChecked	git-compat-util.h	1336	0	Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATHproc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;GIT_LOCALE_PATH=share/locale;__GNUC__;__i386__;__x86_64__;__x86_64__;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.
variableScope	builtipack-objects.c	413	17	The scope of the variable 'in' can be reduced.
variableScope	builtipack-objects.c	443	9	The scope of the variable 'dheader' can be reduced.
variableScope	builtipack-objects.c	560	9	The scope of the variable 'dheader' can be reduced.
variableScope	builtipack-objects.c	1512	7	The scope of the variable 'i' can be reduced.
shadowVariable	builtipack-objects.c	600	12	Local variable 'pos' shadows outer variable
shadowArgument	builtipack-objects.c	1744	29	Local variable 'tree' shadows outer argument
shadowVariable	builtipack-objects.c	1954	20	Local variable 'type' shadows outer variable
shadowVariable	builtipack-objects.c	3373	22	Local variable 'p' shadows outer variable
shadowVariable	builtipack-objects.c	3386	22	Local variable 'p' shadows outer variable
shadowVariable	builtipack-objects.c	3400	22	Local variable 'p' shadows outer variable
shadowVariable	builtipack-objects.c	3685	12	Local variable 'depth' shadows outer variable
constParameter	builtipack-objects.c	91	26	Parameter 'delta' can be declared as pointer to const
constParameter	builtipack-objects.c	119	32	Parameter 'delta' can be declared as pointer to const
constParameter	builtipack-objects.c	129	27	Parameter 'delta' can be declared as pointer to const
constParameter	builtipack-objects.c	779	31	Parameter 'e' can be declared as pointer to const
constParameter	builtipack-objects.c	2422	31	Parameter 'e' can be declared as pointer to const
uselessAssignmentArg	builtimktag.c	83	2	Assignment of function parameter has no effect outside the function.
uselessAssignmentArg	builtiwrite-tree.c	38	2	Assignment of function parameter has no effect outside the function.
invalidPrintfArgType_sint	builtirev-list.c	461	2	%d in format string (no. 1) requires 'int' but the argument type is 'unsigned int'.
doubleFree	builtinotes.c	269	2	Memory pointed to by 'buf' is freed twice.
variableScope	builtinotes.c	363	26	The scope of the variable 'note' can be reduced.
shadowFunction	builtinotes.c	137	23	Local variable 'show' shadows outer function
uninitvar	builtinotes.c	726	6	Uninitialized variable: partial
pointerOutOfBounds	builtifast-export.c	784	23	Undefined behaviour, pointer arithmetic 'tagger+strlen(tagger)' is out of bounds.
nullPointerArithmeticRedundantCheck	builtifast-export.c	626	8	Either the condition '!author' is redundant or there is pointer arithmetic with NULL pointer.
nullPointerArithmeticRedundantCheck	builtifast-export.c	632	11	Either the condition '!committer' is redundant or there is pointer arithmetic with NULL pointer.
variableScope	builtishow-index.c	19	6	The scope of the variable 'hash_algo' can be reduced.
variableScope	ewaewah_bitmap.c	126	9	The scope of the variable 'literals' can be reduced.
variableScope	ewaewah_bitmap.c	126	19	The scope of the variable 'can_add' can be reduced.
variableScope	ewaewah_bitmap.c	383	9	The scope of the variable 'literals' can be reduced.
variableScope	builtivar.c	52	14	The scope of the variable 'val' can be reduced.
knownConditionTrueFalse	builticat-file.c	1025	13	Condition 'argc' is always true
knownConditionTrueFalse	builtireflog.c	307	6	Condition 'do_all' is always false
variableScope	sha1dsha1.c	1717	11	The scope of the variable 'i' can be reduced.
variableScope	sha1dsha1.c	1717	14	The scope of the variable 'j' can be reduced.
variableScope	sha1dsha1.c	1718	11	The scope of the variable 'ubc_dv_mask' can be reduced.
variableScope	sha1dsha1.c	1719	11	The scope of the variable 'ihvtmp' can be reduced.
preprocessorErrorDirective	sha1dsha1.c	1910	0	No header in #include
preprocessorErrorDirective	sha1dsha1.h	107	0	No header in #include
preprocessorErrorDirective	sha1dubc_check.h	49	0	No header in #include
variableScope	builtiname-rev.c	189	9	The scope of the variable 'parents_to_queue_nr' can be reduced.
uselessAssignmentArg	builtipatch-id.c	234	2	Assignment of function parameter has no effect outside the function.
variableScope	builtipatch-id.c	176	6	The scope of the variable 'patchlen' can be reduced.
variableScope	builtisend-pack.c	38	7	The scope of the variable 'count' can be reduced.
variableScope	builtipack-redundant.c	72	43	The scope of the variable 'prev' can be reduced.
variableScope	builtipack-redundant.c	449	21	The scope of the variable 'hint' can be reduced.
variableScope	builtipack-redundant.c	566	20	The scope of the variable 'oid' can be reduced.
variableScope	builtipack-redundant.c	567	7	The scope of the variable 'buf' can be reduced.
knownConditionTrueFalse	builtireceive-pack.c	507	47	Condition '!keepalive_active' is always true
knownConditionTrueFalse	builtireceive-pack.c	904	6	Condition 'bufp' is always true
redundantInitialization	builtireceive-pack.c	692	10	Redundant initialization for 'retval'. The initialized value is overwritten before it is read.
variableScope	builtireceive-pack.c	1164	8	The scope of the variable 'linelen' can be reduced.
shadowFunction	builtireceive-pack.c	974	26	Local variable 'report' shadows outer function
shadowFunction	builtireceive-pack.c	2413	26	Local variable 'report' shadows outer function
ConfigurationNotChecked	git-compat-util.h	1336	0	Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATHproc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;GIT_EXEC_PATH=/usr/local/libexec/git-core;GIT_LOCALE_PATH=share/locale;BINDIR=bin;FALLBACK_RUNTIME_PREFIX=/usr/local;BIG_ENDIAN;BYTE_ORDER;LITTLE_ENDIAN;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.
ConfigurationNotChecked	git-compat-util.h	1336	0	Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATHproc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;GIT_EXEC_PATH=/usr/local/libexec/git-core;GIT_LOCALE_PATH=share/locale;BINDIR=bin;FALLBACK_RUNTIME_PREFIX=/usr/local;_MSC_VER;_M_ARM64;_M_IX86;_M_X64;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.
ConfigurationNotChecked	git-compat-util.h	1336	0	Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATHproc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;GIT_EXEC_PATH=/usr/local/libexec/git-core;GIT_LOCALE_PATH=share/locale;BINDIR=bin;FALLBACK_RUNTIME_PREFIX=/usr/local;__BIG_ENDIAN;__BYTE_ORDER;__LITTLE_ENDIAN;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.
ConfigurationNotChecked	git-compat-util.h	1336	0	Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATHproc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;GIT_EXEC_PATH=/usr/local/libexec/git-core;GIT_LOCALE_PATH=share/locale;BINDIR=bin;FALLBACK_RUNTIME_PREFIX=/usr/local;__GNUC__;__i386__;__x86_64__;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.
ConfigurationNotChecked	git-compat-util.h	1336	0	Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATHproc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;GIT_EXEC_PATH=/usr/local/libexec/git-core;GIT_LOCALE_PATH=share/locale;BINDIR=bin;FALLBACK_RUNTIME_PREFIX=/usr/local;__GNUC__;__i386__;__x86_64__;__x86_64__;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.
preprocessorErrorDirective	sha1dubc_check.c	371	0	No header in #include
uselessAssignmentPtrArg	builticheckout.c	1389	3	Assignment of function parameter has no effect outside the function. Did you forget dereferencing it?
uselessAssignmentArg	builticheckout.c	1390	3	Assignment of function parameter has no effect outside the function.
knownConditionTrueFalse	builticheckout.c	1682	28	Condition 'opts->checkout_index<0' is always true
nullPointerRedundantCheck	builticheckout.c	788	29	Either the condition '!tree' is redundant or there is possible null pointer dereference: tree.
variableScope	builticheckout.c	504	8	The scope of the variable 'rev_oid' can be reduced.
shadowVariable	builticheckout.c	503	15	Local variable 'rev' shadows outer variable
constParameter	builticheckout.c	717	25	Parameter 'old_commit' can be declared as pointer to const
unreadVariable	builticheckout.c	1389	7	Variable 'argv' is assigned a value that is never used.
unreadVariable	builticheckout.c	1390	7	Variable 'argc' is assigned a value that is never used.
ConfigurationNotChecked	git-compat-util.h	1336	0	Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATHproc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;ETC_GITATTRIBUTES=/usr/local/etc/gitattributes;BIG_ENDIAN;BYTE_ORDER;LITTLE_ENDIAN;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.
ConfigurationNotChecked	git-compat-util.h	1336	0	Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATHproc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;ETC_GITATTRIBUTES=/usr/local/etc/gitattributes;_MSC_VER;_M_ARM64;_M_IX86;_M_X64;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.
ConfigurationNotChecked	git-compat-util.h	1336	0	Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATHproc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;ETC_GITATTRIBUTES=/usr/local/etc/gitattributes;__BIG_ENDIAN;__BYTE_ORDER;__LITTLE_ENDIAN;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.
ConfigurationNotChecked	git-compat-util.h	1336	0	Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATHproc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;ETC_GITATTRIBUTES=/usr/local/etc/gitattributes;__GNUC__;__i386__;__x86_64__;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.
ConfigurationNotChecked	git-compat-util.h	1336	0	Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATHproc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;ETC_GITATTRIBUTES=/usr/local/etc/gitattributes;__GNUC__;__i386__;__x86_64__;__x86_64__;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.
variableScope	tracetr2_sid.c	35	16	The scope of the variable 'hash' can be reduced.
variableScope	tracetr2_sid.c	36	7	The scope of the variable 'hex' can be reduced.
variableScope	tracetr2_dst.c	121	11	The scope of the variable 'attempt_count' can be reduced.
nullPointerRedundantCheck	builtibranch.c	853	19	Either the condition '!branch' is redundant or there is possible null pointer dereference: branch.
shadowVariable	builtibranch.c	294	9	Local variable 'name' shadows outer variable
unknownMacro	builtisubmodule--helper.c	1679	4	There is an unknown macro here somewhere. Configuration is required. If for_each_string_list_item is a macro then please configure it.
knownConditionTrueFalse	reftablstack.c	949	30	Condition 'sublock_file_fd<0' is always true
shadowVariable	reftablstack.c	321	7	Local variable 'err' shadows outer variable
unreadVariable	reftablstack.c	1073	16	Variable 'lock_file_fd' is assigned a value that is never used.
ConfigurationNotChecked	git-compat-util.h	1336	0	Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATHproc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;GIT_VERSION=2.39.0;GIT_USER_AGENT=git/2.39.0;GIT_BUILT_FROM_COMMIT=c48035d29b4e524aed3a32f0403676f0d9128863;BIG_ENDIAN;BYTE_ORDER;LITTLE_ENDIAN;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.
ConfigurationNotChecked	git-compat-util.h	1336	0	Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATHproc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;GIT_VERSION=2.39.0;GIT_USER_AGENT=git/2.39.0;GIT_BUILT_FROM_COMMIT=c48035d29b4e524aed3a32f0403676f0d9128863;_MSC_VER;_M_ARM64;_M_IX86;_M_X64;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.
ConfigurationNotChecked	git-compat-util.h	1336	0	Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATHproc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;GIT_VERSION=2.39.0;GIT_USER_AGENT=git/2.39.0;GIT_BUILT_FROM_COMMIT=c48035d29b4e524aed3a32f0403676f0d9128863;__BIG_ENDIAN;__BYTE_ORDER;__LITTLE_ENDIAN;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.
