Active	ID	Title	Severity	Liklihood	Remediation	Priority	Level
1	ERR53-CPP	Do not reference base classes or class data members in a constructor or destructor function-try-block handler	Low	Unlikely	Medium	2	3
1	ERR54-CPP	Catch handlers should order their parameter types from most derived to least derived	Medium	Likely	Low	18	1
1	ERR55-CPP	Honor exception specifications	Low	Likely	Low	9	2
1	ERR56-CPP	Guarantee exception safety	High	Likely	High	9	2
1	ERR57-CPP	Do not leak resources when handling exceptions	Low	Probable	High	2	3
1	ERR58-CPP	Handle all exceptions thrown before main() begins executing	Low	Likely	Low	9	2
1	ERR59-CPP	Do not throw an exception across execution boundaries	High	Probable	Medium	12	1
1	ERR60-CPP	Exception objects must be nothrow copy constructible	Low	Probable	Medium	4	3
1	ERR61-CPP	Catch exceptions by lvalue reference	Low	Unlikely	Low	3	3
1	ERR62-CPP	Detect errors when converting a string to a number	Medium	Unlikely	Medium	4	3
1	EXP50-CPP	Do not depend on the order of evaluation for side effects	Medium	Probable	Medium	8	2
1	EXP51-CPP	Do not delete an array through a pointer of the incorrect type	Low	Unlikely	Medium	2	3
1	EXP52-CPP	Do not rely on side effects in unevaluated operands	Low	Unlikely	Low	3	3
1	EXP53-CPP	Do not read uninitialized memory	High	Probable	Medium	12	1
1	EXP54-CPP	Do not access an object outside of its lifetime	High	Probable	High	6	2
1	EXP55-CPP	Do not access a cv-qualified object through a cv-unqualified type	Medium	Probable	Medium	8	2
1	EXP56-CPP	Do not call a function with a mismatched language linkage	Low	Unlikely	Medium	2	3
1	EXP57-CPP	Do not cast or delete pointers to incomplete classes	Medium	Unlikely	Medium	4	3
1	EXP58-CPP	Pass an object of the correct type to va_start	Medium	Unlikely	Medium	4	3
1	EXP59-CPP	Use offsetof() on valid types and members	Medium	Unlikely	Medium	4	3
1	EXP60-CPP	Do not pass a nonstandard-layout type object across execution boundaries	High	Probable	Medium	12	1
1	EXP61-CPP	A lambda object must not outlive any of its reference captured objects	High	Probable	High	6	2
1	EXP62-CPP	Do not access the bits of an object representation that are not part of the object's value representation	High	Probable	High	6	2
1	EXP63-CPP	Do not rely on the value of a moved-from object	Medium	Probable	Medium	8	2
1	FIO50-CPP	Do not alternately input and output from a file stream without an intervening positioning call	Low	Likely	Medium	6	2
1	FIO51-CPP	Close files when they are no longer needed	Medium	Unlikely	Medium	4	3
1	INT50-CPP	Do not cast to an out-of-range enumeration value	Medium	Unlikely	Medium	4	3
1	MEM50-CPP	Do not access freed memory	High	Likely	Medium	18	1
1	MEM51-CPP	Properly deallocate dynamically allocated resources	High	Likely	Medium	18	1
1	MEM52-CPP	Detect and handle memory allocation errors	High	Likely	Medium	18	1
1	MEM53-CPP	Explicitly construct and destruct objects when manually managing object lifetime	High	Likely	Medium	18	1
1	MEM54-CPP	Provide placement new with properly aligned pointers to sufficient storage capacity	High	Likely	Medium	18	1
1	MEM55-CPP	Honor replacement dynamic storage management requirements	High	Likely	Medium	18	1
1	MEM56-CPP	Do not store an already-owned pointer value in an unrelated smart pointer	High	Likely	Medium	18	1
1	MEM57-CPP	Avoid using default operator new for over-aligned types	Medium	Unlikely	Low	6	2
1	MSC50-CPP	Do not use std::rand() for generating pseudorandom numbers	Medium	Unlikely	Low	6	2
1	MSC51-CPP	Ensure your random number generator is properly seeded	Medium	Likely	Low	18	1
1	MSC52-CPP	Value-returning functions must return a value from all exit paths	Medium	Probable	Medium	8	2
1	MSC53-CPP	Do not return from a function declared [[noreturn]]	Medium	Unlikely	Low	2	3
1	MSC54-CPP	A signal handler must be a plain old function	High	Probable	High	6	2
1	OOP50-CPP	Do not invoke virtual functions from constructors or destructors	Low	Unlikely	Medium	2	3
1	OOP51-CPP	Do not slice derived objects	Low	Probable	Medium	4	3
1	OOP52-CPP	Do not delete a polymorphic object without a virtual destructor	Low	Likely	Low	9	2
1	OOP53-CPP	Write constructor member initializers in the canonical order	Medium	Unlikely	Medium	4	3
1	OOP54-CPP	Gracefully handle self-copy assignment	Low	Probable	High	2	3
1	OOP55-CPP	Do not use pointer-to-member operators to access nonexistent members	High	Probable	High	6	2
1	OOP56-CPP	Honor replacement handler requirements	Low	Probable	High	2	3
1	OOP57-CPP	Prefer special member functions and overloaded operators to C Standard Library functions	High	Probable	High	6	2
1	OOP58-CPP	Copy operations must not mutate the source object	Low	Likely	Low	9	2
1	STR50-CPP	Guarantee that storage for strings has sufficient space for character data and the null terminator	High	Likely	Medium	18	1
1	STR51-CPP	Do not attempt to create a std::string from a null pointer	High	Likely	Medium	18	1
1	STR52-CPP	Use valid references, pointers, and iterators to reference elements of a basic_string	High	Probable	High	6	2
1	STR53-CPP	Range check element access	High	Unlikely	Medium	6	2
1	DCL00-J	Prevent class initialization cycles	Low	Unlikely	Medium	2	3
1	DCL01-J	Do not reuse public identifiers from the Java Standard Library	Low	Unlikely	Medium	2	3
1	DCL02-J	Declare all enhanced for statement loop variables final	Low	Unlikely	Low	3	3
1	DRD00-J	Do not store sensitive information on external storage (SD card) unless encrypted first	High	Probable	Medium	12	1
1	DRD01-J	Limit the accessibility of an app's sensitive content provider	High	Probable	Low	18	1
1	DRD02-J	Do not allow WebView to access sensitive local resource through file scheme	High	Probable	High	6	2
1	DRD03-J	Do not broadcast sensitive information using an implicit intent	High	Probable	Medium	12	1
1	DRD04-J	Do not log sensitive information	High	Probable	Medium	12	1
1	DRD05-J	Do not grant URI permissions on implicit intents	High	Probable	Medium	12	1
1	DRD06-J	Do not act on malicious intents	High	Probable	Medium	12	1
1	DRD07-J	Protect exported services with strong permissions	High	Probable	Medium	12	1
1	DRD08-J	Always canonicalize a URL received by a content provider	High	Probable	Low	18	1
1	DRD09-J	Restrict access to sensitive activities	High	Probable	Medium	12	1
1	DRD10-J	Do not release apps that are debuggable	High	Probable	Low	18	1
1	DRD11-J	Ensure that sensitive data is kept secure	High	Probable	Medium	12	1
1	DRD12-J	Do not trust data that is world writable	High	Probable	Medium	12	1
1	DRD13-J	Do not provide addJavascriptInterface method access in a WebView which could contain untrusted content. (API level JELLY_BEAN or beLow)	High	Probable	Medium	12	1
1	DRD14-J	Check that a calling app has appropriate permissions before responding	High	Probable	Medium	12	1
1	DRD15-J	Consider privacy concerns when using Geolocation API	Low	Probable	Medium	4	3
1	DRD16-J	Explicitly define the exported attribute for private components	Medium	Probable	Medium	8	2
1	DRD17-J	Do not use the Android cryptographic security provider encryption default for AES	High	Likely	Medium	18	1
1	DRD18-J	Do not use the default behavior in a cryptographic library if it does not use recommended practices	High	Likely	Medium	18	1
1	DRD19-J	Properly verify server certificate on SSL/TLS	High	Probable	Medium	12	1
1	DRD20-J	Specify permissions when creating files via the NDK	High	Probable	Medium	12	1
1	DRD21-J	Always pass explicit intents to a PendingIntent	Medium	Probable	Medium	8	2
1	ENV00-J	Do not sign code that performs only unprivileged operations	High	Probable	Medium	12	1
1	ENV01-J	Place all security-sensitive code in a single JAR and sign and seal it	High	Probable	Medium	12	1
1	ENV02-J	Do not trust the values of environment variables	Low	likely	Low	9	2
1	ENV03-J	Do not grant dangerous combinations of permissions	High	likely	Low	27	1
1	ENV04-J	Do not disable bytecode verification	High	likely	Low	27	1
1	ENV05-J	Do not deploy an application that can be remotely monitored	High	Probable	Low	18	1
1	ENV06-J	Production code must not contain debugging entry points	High	Probable	Low	18	1
1	ERR00-J	Do not suppress or ignore checked exceptions	Low	Probable	Medium	4	3
1	ERR01-J	Do not allow exceptions to expose sensitive information	Medium	Probable	High	4	3
1	ERR02-J	Prevent exceptions while logging data	Medium	likely	High	6	2
1	ERR03-J	Restore prior object state on method failure	Low	Probable	High	2	3
1	ERR04-J	Do not complete abruptly from a finally block	Low	Probable	Medium	4	3
1	ERR05-J	Do not let checked exceptions escape from a finally block	Low	Unlikely	Medium	2	3
1	ERR06-J	Do not throw undeclared checked exceptions	Low	Unlikely	High	1	3
1	ERR07-J	Do not throw RuntimeException, Exception, or Throwable	Low	likely	Medium	6	2
1	ERR08-J	Do not catch NullPointerException or any of its ancestors	Medium	likely	Medium	12	1
1	ERR09-J	Do not allow untrusted code to terminate the JVM	Low	Unlikely	Medium	2	3
1	EXP00-J	Do not ignore values returned by methods	Medium	Probable	Medium	8	2
1	EXP01-J	Never dereference null pointers	Low	Likely	High	3	3
1	EXP02-J	Use the two-argument Arrays.equals() method to compare the contents of arrays	Low	Likely	Low	9	2
1	EXP03-J	Do not use the equality operators when comparing values of boxed primitives	Low	likely	Medium	6	2
1	EXP04-J	Ensure that autoboxed values have the intended type	Low	Probable	Low	6	2
1	EXP05-J	Do not write more than once to the same variable within an expression	Low	Unlikely	Medium	2	3
1	EXP06-J	Do not use side-effecting expressions in assertions	Low	Unlikely	Low	3	3
1	EXP07-J	Prevent loss of useful data due to weak references	Low	Probable	Medium	4	3
1	FIO00-J	Do not operate on files in shared directories	Medium	Unlikely	Medium	4	3
1	FIO01-J	Create files with appropriate access permissions	Medium	Probable	High	4	3
1	FIO02-J	Detect and handle file-related errors	Medium	Probable	Medium	8	2
1	FIO03-J	Remove temporary files before termination	Medium	Probable	Medium	8	2
1	FIO04-J	Release resources when they are no longer needed	Low	Probable	Medium	4	3
1	FIO05-J	Do not expose buffers created using the wrap() or duplicate() methods to untrusted code	Medium	likely	Low	18	1
1	FIO06-J	Do not create multiple buffered wrappers on a single InputStream	Low	Unlikely	Medium	2	3
1	FIO07-J	Do not let external processes block on IO buffers	Low	Probable	Medium	4	3
1	FIO08-J	Use an int to capture the return value of methods that read a character or byte	High	Probable	Medium	12	1
1	FIO09-J	Do not rely on the write() method to output integers outside the range 0 to 255	Low	Unlikely	Medium	2	3
1	FIO10-J	Ensure the array is filled when using read() to fill an array	Low	Unlikely	Medium	2	3
1	FIO11-J	Do not attempt to read raw binary data as character data	Low	Unlikely	Medium	2	3
1	FIO12-J	Provide methods to read and write little-endian data	Low	Unlikely	Low	3	3
1	FIO13-J	Do not log sensitive information outside a trust boundary	Medium	Probable	High	4	3
1	FIO14-J	Perform proper cleanup at program termination	Medium	likely	Medium	12	1
1	FIO15-J	Do not operate on untrusted file links	Medium	Unlikely	Medium	4	3
1	FIO16-J	Do not reset a servlet's output stream after committing it	Low	Probable	Medium	4	3
1	IDS00-J	Prevent SQL Injection	High	Probable	Medium	12	1
1	IDS01-J	Normalize strings before validating them	High	Probable	Medium	12	1
1	IDS02-J	Canonicalize path names before validating them	Medium	Unlikely	Medium	4	3
1	IDS03-J	Do not log unsanitized user input	Medium	Probable	Medium	8	2
1	IDS04-J	Safely extract files from ZipInputStream	Low	Probable	High	2	3
1	IDS05-J	Use a subset of ASCII for file and path names	Medium	Unlikely	Medium	4	3
1	IDS06-J	Exclude unsanitized user input from format strings	Medium	Unlikely	Medium	4	3
1	IDS07-J	Do not pass untrusted, unsanitized data to the Runtime.exec() method	High	Probable	Medium	12	1
1	IDS08-J	Sanitize untrusted data passed to a regex	Medium	Unlikely	Medium	4	3
1	IDS09-J	Specify an appropriate locale when inspecting locale-dependent data	Medium	Probable	Medium	8	2
1	IDS10-J	Do not split characters between two data structures	Low	Unlikely	Medium	2	3
1	IDS11-J	Eliminate noncharacter code points before validation	High	Probable	Medium	12	1
1	IDS12-J	Perform lossless conversion of String data between differing character encodings	Low	Probable	Medium	4	3
1	IDS13-J	Use compatible encodings on both sides of file or network IO	Low	Unlikely	Medium	2	3
1	IDS14-J	Do not trust the contents of hidden form fields	High	Probable	High	6	2
1	IDS15-J	Do not allow sensitive information to leak outside a trust boundary	Medium	Likely	High	6	2
1	IDS16-J	Prevent XML Injection	High	Probable	Medium	12	1
1	JNI00-J	Define wrappers around native methods	Medium	Probable	High	4	3
1	JNI01-J	Safely invoke standard APIs that perform tasks using the immediate caller's class loader instance (loadLibrary)	High	Likely	Low	27	1
1	JNI02-J	Do not assume object references are constant or unique	Low	Probable	High	2	3
1	JNI03-J	Do not use direct pointers to Java objects in JNI code	High	Probable	Low	18	1
1	JNI04-J	Do not assume that Java strings are null-terminated	Low	Probable	Medium	4	3
1	LCK00-J	Use private final lock objects to synchronize classes that may interact with untrusted code	Low	Probable	Medium	4	3
1	LCK01-J	Do not synchronize on objects that may be reused	Medium	Probable	Medium	8	2
1	LCK02-J	Do not synchronize on the class object returned by getClass()	Medium	Probable	Medium	8	2
1	LCK03-J	Do not synchronize on the intrinsic locks of High-level concurrency objects	Medium	Probable	Medium	8	2
1	LCK04-J	Do not synchronize on a collection view if the backing collection is accessible	Low	Probable	Medium	4	3
1	LCK05-J	Synchronize access to static fields that can be modified by untrusted code	Low	Probable	Medium	4	3
1	LCK06-J	Do not use an instance lock to protect shared static data	Medium	Probable	Medium	8	2
1	LCK07-J	Avoid deadlock by requesting and releasing locks in the same order	Low	Likely	High	3	3
1	LCK08-J	Ensure actively held locks are released on exceptional conditions	Low	likely	Low	9	2
1	LCK09-J	Do not perform operations that can block while holding a lock	Low	Probable	High	2	3
1	LCK10-J	Do not use incorrect forms of the double-checked locking idiom	Low	Probable	Medium	4	3
1	LCK11-J	Avoid client-side locking when using classes that do not commit to their locking strategy	Low	Probable	Medium	4	3
1	MET00-J	Validate method arguments	High	likely	High	9	2
1	MET01-J	Never use assertions to validate method arguments	Medium	Probable	Medium	8	2
1	MET02-J	Do not use deprecated or obsolete classes or methods	Low	Unlikely	Medium	2	3
1	MET03-J	Methods that perform a security check must be declared private or final	Medium	Probable	Medium	8	2
1	MET04-J	Do not increase the accessibility of overridden or hidden methods	Medium	Probable	Medium	8	2
1	MET05-J	Ensure that constructors do not call overridable methods	Medium	Probable	Medium	8	2
1	MET06-J	Do not invoke overridable methods in clone()	Medium	Probable	Low	12	1
1	MET07-J	Never declare a class method that hides a method declared in a superclass or superinterface	Low	Unlikely	Medium	2	3
1	MET08-J	Preserve the equality contract when overriding the equals() method	Low	Unlikely	Medium	2	3
1	MET09-J	Classes that define an equals() method must also define a hashCode() method	Low	Unlikely	High	1	3
1	MET10-J	FolLow the general contract when implementing the compareTo() method	Medium	Unlikely	Medium	4	3
1	MET11-J	Ensure that keys used in comparison operations are immutable	Low	Probable	High	2	3
1	MET12-J	Do not use finalizers	Medium	Probable	Medium	8	2
1	MET13-J	Do not assume that reassigning method arguments modifies the calling environment	Medium	Likely	High	6	2
1	MSC00-J	Use SSLSocket rather than Socket for secure data exchange	Medium	likely	High	6	2
1	MSC01-J	Do not use an empty infinite loop	Low	Unlikely	Medium	2	3
1	MSC02-J	Generate strong random numbers	High	Probable	Medium	12	1
1	MSC03-J	Never hard code sensitive information	High	Probable	Medium	12	1
1	MSC04-J	Do not leak memory	Low	Unlikely	High	1	3
1	MSC05-J	Do not exhaust heap space	Low	Probable	Medium	4	3
1	MSC06-J	Do not modify the underlying collection when an iteration is in progress	Low	Probable	Medium	4	3
1	MSC07-J	Prevent multiple instantiations of singleton objects	Low	Unlikely	Medium	2	3
1	MSC08-J	Do not store non-serializable objects as attributes in an HTTP session	Low	Probable	High	2	3
1	NUM00-J	Detect or prevent integer overfLow	Medium	Unlikely	Medium	4	3
1	NUM01-J	Do not perform bitwise and arithmetic operations on the same data	Medium	Unlikely	Medium	4	3
1	NUM02-J	Ensure that division and remainder operations do not result in divide-by-zero errors	Low	likely	Medium	6	2
1	NUM03-J	Use integer types that can fully represent the possible range of unsigned data	Low	Unlikely	Medium	2	3
1	NUM04-J	Do not use floating-point numbers if precise computation is required	Low	Probable	High	2	3
1	NUM05-J	Do not use denormalized numbers	Low	Probable	High	2	3
1	NUM06-J	Use the strictfp modifier for floating-point calculation consistency across platforms	Low	Unlikely	High	1	3
1	NUM07-J	Do not attempt comparisons with NaN	Low	Probable	Medium	4	3
1	NUM08-J	Check floating-point inputs for exceptional values	Low	Probable	Medium	4	3
1	NUM09-J	Do not use floating-point variables as loop counters	Low	Probable	Low	6	2
1	NUM10-J	Do not construct BigDecimal objects from floating-point literals	Low	Probable	Low	6	2
1	NUM11-J	Do not compare or inspect the string representation of floating-point values	Low	likely	Medium	6	2
1	NUM12-J	Ensure conversions of numeric types to narrower types do not result in lost or misinterpreted data	Low	Unlikely	Medium	2	3
1	NUM13-J	Avoid loss of precision when converting primitive integers to floating-point	Low	Unlikely	Medium	2	3
1	NUM14-J	Use shift operators correctly	Low	Probable	Medium	4	3
1	OBJ00-J	Limit extensibility of classes and methods with invariants	Medium	Likely	Medium	12	1
1	OBJ01-J	Declare data members as private and provide accessible wrapper methods	Medium	likely	Medium	12	1
1	OBJ02-J	Preserve dependencies in subclasses when changing superclasses	Medium	Probable	High	4	3
1	OBJ03-J	Prevent heap pollution	Low	Probable	Medium	4	3
1	OBJ04-J	Provide mutable classes with copy functionality to safely allow passing instances to untrusted code	Low	likely	Medium	6	2
1	OBJ05-J	Defensively copy private mutable class members before returning their references	High	Probable	Medium	12	1
1	OBJ06-J	Defensively copy mutable inputs and mutable internal components	Medium	Probable	High	4	3
1	OBJ07-J	Sensitive classes must not let themselves be copied	Medium	Probable	Medium	8	2
1	OBJ08-J	Do not expose private members of an outer class from within a nested class	Medium	Probable	Medium	8	2
1	OBJ09-J	Compare classes and not class names	High	Unlikely	Low	9	2
1	OBJ10-J	Do not use public static nonfinal variables	Medium	Probable	Medium	8	2
1	OBJ11-J	Be wary of letting constructors throw exceptions	High	Probable	Medium	12	1
1	OBJ12-J	Respect object-based annotations	Low	Probable	Medium	4	3
1	OBJ13-J	Ensure that references to mutable objects are not exposed	Medium	Likely	Low	18	1
1	OBJ14-J	Do not use an object that has been freed.	Medium	Likely	High	6	2
1	SEC00-J	Do not allow privileged blocks to leak sensitive information across a trust boundary	Medium	likely	High	6	2
1	SEC01-J	Do not allow tainted variables in privileged blocks	High	likely	Low	27	1
1	SEC02-J	Do not base security checks on untrusted sources	High	Probable	Medium	12	1
1	SEC03-J	Do not load trusted classes after allowing untrusted code to load arbitrary classes	High	Probable	Medium	12	1
1	SEC04-J	Protect sensitive operations with security manager checks	High	Probable	Medium	12	1
1	SEC05-J	Do not use reflection to increase accessibility of classes, methods, or fields	High	Probable	Medium	12	1
1	SEC06-J	Do not rely on the default automatic signature verification provided by URLClassLoader and java.util.jar	High	Probable	Medium	12	1
1	SEC07-J	Call the superclass's getPermissions() method when writing a custom class loader	High	Probable	Low	18	1
1	SER00-J	Enable serialization compatibility during class evolution	Low	Probable	High	2	3
1	SER01-J	Do not deviate from the proper signatures of serialization methods	High	likely	Low	27	1
1	SER02-J	Sign then seal sensitive objects before sending them outside a trust boundary	Medium	Probable	High	4	3
1	SER03-J	Do not serialize unencrypted, sensitive data	Medium	likely	High	6	2
1	SER04-J	Do not allow serialization and deserialization to bypass the security manager	High	Probable	High	6	2
1	SER05-J	Do not serialize instances of inner classes	Medium	likely	Medium	12	1
1	SER06-J	Make defensive copies of private mutable components during deserialization	Low	Probable	Medium	4	3
1	SER07-J	Do not use the default serialized form for classes with implementation-defined invariants	Medium	Probable	High	4	3
1	SER08-J	Minimize privileges before deserializing from a privileged context	High	likely	Medium	18	1
1	SER09-J	Do not invoke overridable methods from the readObject() method	Low	Probable	Medium	4	3
1	SER10-J	Avoid memory and resource leaks during serialization	Low	Unlikely	Low	3	3
1	SER11-J	Prevent overwriting of externalizable objects	Low	Probable	Low	6	2
1	THI00-J	Do not invoke Thread.run()	Low	Probable	Medium	4	3
1	THI01-J	Do not invoke ThreadGroup methods	Low	Probable	Medium	4	3
1	THI02-J	Notify all waiting threads rather than a single thread	Low	Unlikely	Medium	2	3
1	THI03-J	Always invoke wait() and await() methods inside a loop	Low	Unlikely	Medium	2	3
1	THI04-J	Ensure that threads performing blocking operations can be terminated	Low	Probable	Medium	4	3
1	THI05-J	Do not use Thread.stop() to terminate threads	Low	Probable	Medium	4	3
1	TPS00-J	Use thread pools to enable graceful degradation of service during traffic bursts	Low	Probable	High	2	3
1	TPS01-J	Do not execute interdependent tasks in a bounded thread pool	Low	Probable	Medium	4	3
1	TPS02-J	Ensure that tasks submitted to a thread pool are interruptible	Low	Probable	Medium	4	3
1	TPS03-J	Ensure that tasks executing in a thread pool do not fail silently	Low	Probable	Medium	4	3
1	TPS04-J	Ensure ThreadLocal variables are reinitialized when using thread pools	Medium	Probable	High	4	3
1	TSM00-J	Do not override thread-safe methods with methods that are not thread-safe	Low	Probable	Medium	4	3
1	TSM01-J	Do not let the this reference escape during object construction	Medium	Probable	High	4	3
1	TSM02-J	Do not use background threads during class initialization	Low	Probable	High	2	3
1	TSM03-J	Do not publish partially initialized objects	Medium	Probable	Medium	8	2
1	VNA00-J	Ensure visibility when accessing shared primitive variables	Medium	Probable	Medium	8	2
1	VNA01-J	Ensure visibility of shared references to immutable objects	Low	Probable	Medium	4	3
1	VNA02-J	Ensure that compound operations on shared variables are atomic	Medium	Probable	Medium	8	2
1	VNA03-J	Do not assume that a group of calls to independently atomic methods is atomic	Low	Probable	Medium	4	3
1	VNA04-J	Ensure that calls to chained methods are atomic	Low	Probable	Medium	4	3
1	VNA05-J	Ensure atomicity when reading and writing 64-bit values	Low	Unlikely	Medium	2	3
1	VNA06-J	Do not use non-static member fields in a servlet	Medium	Likely	High	6	3
1	IDS30-PL	Exclude user input from format strings	High	Probable	Low	18	1
1	IDS31-PL	Do not use the two-argument form of open()	High	Likely	Low	27	1
1	IDS32-PL	Validate any integer that is used as an array index	Low	Likely	High	3	3
1	IDS33-PL	Sanitize untrusted data passed across a trust boundary	High	Likely	High	9	2
1	IDS34-PL	Do not pass untrusted, unsanitized data to a command interpreter	High	Probable	Medium	12	1
1	IDS35-PL	Do not invoke the eval form with a string argument	High	Likely	Medium	18	1
1	DCL30-PL	Do not import deprecated modules	Medium	Likely	Low	18	1
1	DCL31-PL	Do not overload reserved keywords or subroutines	Low	Probable	Medium	4	3
1	DCL33-PL	Declare identifiers before using them	Low	Probable	High	2	3
1	EXP30-PL	Do not use deprecated or obsolete functions or modules	Medium	Probable	Low	12	1
1	EXP31-PL	Do not suppress or ignore exceptions	Low	Probable	Medium	4	3
1	EXP32-PL	Do not ignore function return values	Medium	Probable	Low	12	1
1	EXP33-PL	Do not invoke a function in a context for which it is not defined	Medium	Unlikely	Low	6	2
1	EXP34-PL	Do not modify $_ in list or sorting functions	Medium	Likely	Low	18	1
1	EXP35-PL	Use the correct operator type for comparing values	Low	Likely	Low	9	2
1	EXP37-PL	Do not use the one-argument form of select()	Medium	Unlikely	Medium	4	3
1	STR30-PL	Capture variables should be read only immediately after a successful regex match	Medium	Probable	Medium	8	2
1	STR31-PL	Do not pass string literals to functions expecting regexes	Low	Likely	Low	9	2
1	OOP31-PL	Do not access private variables or subroutines in other packages	Medium	Probable	Medium	8	2
1	OOP32-PL	Prohibit indirect object call syntax	Low	Probable	Medium	4	3
1	FIO30-PL	Use compatible character encodings when performing network or file I/O	Low	Unlikely	Medium	2	3
1	MSC30-PL	Do not use comma to separate statements	Low	Probable	Medium	4	3
1	MSC31-PL	Do not embed global statements	Low	Unlikely	Low	3	3
1	MSC32-PL	Do not provide a module's version value from outside the module	Low	Unlikely	Medium	2	3
1	DCL00-PL	Do not use subroutine prototypes	Low	Likely	Low	9	2
1	DCL01-PL	Do not reuse variable names in subscopes	Low	Probable	Medium	4	3
1	DCL02-PL	Any modified punctuation variable should be declared local	Low	Probable	Medium	4	3
1	DCL03-PL	Do not read a foreach iterator variable after the loop has completed	Low	Unlikely	Low	3	3
1	DCL04-PL	Always initialize local variables	Low	Probable	Medium	4	3
1	DCL05-PL	Prohibit Perl4 package names	Low	Improbable	Low	6	2
1	EXP00-PL	Do not return undef	Low	Unlikely	Low	3	3
1	EXP01-PL	Do not depend on the return value of functions that lack a return statement	Medium	Likely	Low	18	1
1	EXP03-PL	Do not diminish the benefits of constants by assuming their values in expressions	Low	Unlikely	Medium	2	3
1	EXP04-PL	Do not mix the early-precedence logical operators with late-precedence logical operators	Low	Unlikely	Low	3	3
1	EXP06-PL	Do not use an array in an implicit scalar context	Low	Unlikely	Medium	2	3
1	FIO00-PL	Do not use bareword file handles	Medium	Probable	Low	12	1
1	FIO01-PL	Do not operate on files that can be modified by untrusted users	Medium	Unlikely	Medium	4	3
1	IDS00-PL	Canonicalize path names before validating them	Medium	Unlikely	Medium	4	3
1	IDS01-PL	Use taint mode while being aware of its limitations	Medium	Probable	Medium	8	2
1	INT00-PL	Do not prepend leading zeroes to integer literals	Low	Probable	Medium	4	3
1	INT01-PL	Use small integers when precise computation is required	Medium	Probable	High	4	3
1	MSC00-PL	Detect and remove dead code	Low	Unlikely	High	1	3
1	MSC01-PL	Detect and remove unused variables	Low	Unlikely	High	1	3
1	MSC02-PL	Run programs with full warnings and strict checking	Low	Unlikely	Medium	2	3
1	OOP00-PL	Do not signify inheritence at runtime	Low	Unlikely	Low	3	3
